epoch,train_loss,val_loss,lr,epoch_time_sec,data_time_sec,train_samples_per_sec,val_samples_per_sec,val_loss_ch0,val_loss_ch1,val_loss_ch2,val_loss_ch3
1,0.0011238244151732383,0.0006657465486429059,0.0018000000000000002,33.888312101364136,0.013216495513916016,15.34452345825356,48.317087836185024,0.0002663993807240891,0.0012415682037289326,0.0008748356261863732,0.0002801829895291191
