epoch,train_loss,train_loss_ch0,train_loss_ch1,train_loss_ch2,train_loss_ch3,train_loss_ch4,val_loss,lr,epoch_time_sec,data_time_sec,train_samples_per_sec,val_samples_per_sec,val_loss_ch0,val_loss_ch1,val_loss_ch2,val_loss_ch3,val_loss_ch4,train_compare_loss,val_compare_loss,train_compare_loss_ch0,train_compare_loss_ch1,train_compare_loss_ch2,train_compare_loss_ch3,train_compare_loss_ch4,val_compare_loss_ch0,val_compare_loss_ch1,val_compare_loss_ch2,val_compare_loss_ch3,val_compare_loss_ch4,train_l1_loss,train_mse_loss,val_l1_loss,val_mse_loss,train_l1_loss_ch0,train_l1_loss_ch1,train_l1_loss_ch2,train_l1_loss_ch3,train_l1_loss_ch4,val_l1_loss_ch0,val_l1_loss_ch1,val_l1_loss_ch2,val_l1_loss_ch3,val_l1_loss_ch4,train_mse_loss_ch0,train_mse_loss_ch1,train_mse_loss_ch2,train_mse_loss_ch3,train_mse_loss_ch4,val_mse_loss_ch0,val_mse_loss_ch1,val_mse_loss_ch2,val_mse_loss_ch3,val_mse_loss_ch4
1,0.343130928568542,0.025327682495117188,0.38471299409866333,0.3986290991306305,0.45317724347114563,0.4538116455078125,0.3219223542680343,0.0018000000000000002,12908.26678943634,259.11397409439087,1450.2334283421978,4146.906231318397,0.021588034927845,0.3405473530292511,0.3890637159347534,0.4260680377483368,0.4323446750640869,7.98419338205147e-05,6.231834670234093e-05,2.5917193852365017e-05,8.383482054341584e-05,7.936525071272627e-05,0.00011089222971349955,9.920098091242835e-05,4.965884727425873e-06,6.607230170629919e-05,6.350674811983481e-05,9.376939124194905e-05,8.327730029122904e-05,0.0033313943723494756,7.98419338205147e-05,0.0028491179393604397,6.231834670234093e-05,0.0016129093710333109,0.003545239567756653,0.003407041309401393,0.004157892428338528,0.003933889791369438,2.5917193852365017e-05,8.383482054341584e-05,7.936525071272627e-05,0.00011089222971349955,9.920098091242835e-05,0.0013843325432389975,0.0028971703723073006,0.002988166408613324,0.0035884289536625147,0.00338748749345541,4.965884727425873e-06,6.607230170629919e-05,6.350674811983481e-05,9.376939124194905e-05,8.327730029122904e-05
2,0.26112458159774543,0.015952277928590775,0.2878955900669098,0.2963770925998688,0.35437795519828796,0.35102322697639465,0.2885101361135642,0.0016200000000000001,12680.368361711502,145.75566124916077,1476.2978066571966,4535.442834649177,0.027539148926734924,0.31442534923553467,0.32535693049430847,0.38977953791618347,0.385452538728714,5.722331210543214e-05,5.713329180995667e-05,1.3750733160122763e-05,5.8103589253732935e-05,5.54357138753403e-05,8.421570964856073e-05,7.461036875611171e-05,6.2722383518121205e-06,6.0095997469034046e-05,5.705655348720029e-05,8.612898818682879e-05,7.611272303620353e-05,0.00249667533432431,5.722331210543214e-05,0.0026343756813400733,5.713329180995667e-05,0.0010124683612957597,0.002650944283232093,0.0025294453371316195,0.0032499791122972965,0.0030405190773308277,1.3750733160122763e-05,5.8103589253732935e-05,5.54357138753403e-05,8.421570964856073e-05,7.461036875611171e-05,0.001628351747058332,0.0026776627637445927,0.0025305680464953184,0.0032872743904590607,0.0030480173882097006,6.2722383518121205e-06,6.0095997469034046e-05,5.705655348720029e-05,8.612898818682879e-05,7.611272303620353e-05
3,0.23711676073157126,0.014224552549421787,0.25982779264450073,0.2664163410663605,0.3248746693134308,0.3202400505542755,0.27159318065245946,0.001458,11951.208747386932,592.5090560913086,1566.368757812303,4625.872761530754,0.010148859582841396,0.30377236008644104,0.31048130989074707,0.36541983485221863,0.3681434392929077,5.1176088229062266e-05,5.3632325289678796e-05,1.3123112694302108e-05,5.099020927445963e-05,4.83163858007174e-05,7.637820817762986e-05,6.707204738631845e-05,2.536589590818039e-06,5.700437759514898e-05,5.391868035076186e-05,8.196355338441208e-05,7.273858500411734e-05,0.002264046699510396,5.1176088229062266e-05,0.002326054426197273,5.3632325289678796e-05,0.0009027403430081904,0.0023921323008835316,0.002272944198921323,0.0029791267588734627,0.002773288171738386,1.3123112694302108e-05,5.099020927445963e-05,4.83163858007174e-05,7.637820817762986e-05,6.707204738631845e-05,0.0006147773237898946,0.002593807177618146,0.002413960173726082,0.0030990426894277334,0.0029086798895150423,2.536589590818039e-06,5.700437759514898e-05,5.391868035076186e-05,8.196355338441208e-05,7.273858500411734e-05
4,0.22230125253854527,0.013147140853106976,0.24257861077785492,0.2478829324245453,0.30655500292778015,0.3013423979282379,0.2711847468237082,0.0013122000000000001,11924.728290557861,592.6181378364563,1569.8470894991137,4625.702074406091,0.010209864005446434,0.2889924943447113,0.3033279776573181,0.3906169831752777,0.3627779185771942,4.748014205132575e-05,5.3056203691661115e-05,1.2865255484939553e-05,4.667053872253746e-05,4.391357288113795e-05,7.157053187256679e-05,6.238112837309018e-05,2.499033598724054e-06,5.558691918849945e-05,5.296365634421818e-05,8.217589493142441e-05,7.205549627542496e-05,0.0021204153823006586,4.748014205132575e-05,0.0023216609288860732,5.3056203691661115e-05,0.0008339816122315824,0.0022332232911139727,0.002114443574100733,0.0028110623825341463,0.002609369345009327,1.2865255484939553e-05,4.667053872253746e-05,4.391357288113795e-05,7.157053187256679e-05,6.238112837309018e-05,0.0006279099616222084,0.002465927740558982,0.0023559844121336937,0.0032946565188467503,0.0028638283256441355,2.499033598724054e-06,5.558691918849945e-05,5.296365634421818e-05,8.217589493142441e-05,7.205549627542496e-05
5,0.21086944590260584,0.012286929413676262,0.22940732538700104,0.23367315530776978,0.2923353910446167,0.28664249181747437,0.26093028304924565,0.00118098,12453.301192045212,555.6057798862457,1503.2158711424859,4631.706578739584,0.010983491316437721,0.2842086851596832,0.29646560549736023,0.3585208058357239,0.35447263717651367,4.4663497685430935e-05,5.239111544451589e-05,1.2640429304155987e-05,4.342923784861341e-05,4.0626538975629956e-05,6.781356205465272e-05,5.880773096578196e-05,2.673248445717036e-06,5.516641613212414e-05,5.2357048843987286e-05,8.053774217842147e-05,7.122140959836543e-05,0.0020093607349295378,4.4663497685430935e-05,0.0022474718933925032,5.239111544451589e-05,0.0007792458636686206,0.0021117881406098604,0.0019929111003875732,0.0026807633694261312,0.002482104115188122,1.2640429304155987e-05,4.342923784861341e-05,4.0626538975629956e-05,6.781356205465272e-05,5.880773096578196e-05,0.0006768049788661301,0.002423938363790512,0.0023051761090755463,0.003031662665307522,0.0027997742872685194,2.673248445717036e-06,5.516641613212414e-05,5.2357048843987286e-05,8.053774217842147e-05,7.122140959836543e-05
6,0.201582034336403,0.011480742134153843,0.21865743398666382,0.2223125398159027,0.2806324064731598,0.274829626083374,0.25755575881103676,0.001062882,11976.984193086624,546.535947561264,1562.9978046398016,4620.407977723008,0.011782298795878887,0.27707475423812866,0.2914518713951111,0.3526883125305176,0.3547823131084442,4.242561800785754e-05,5.180317402415918e-05,1.2455078831408173e-05,4.088375862920657e-05,3.805154483416118e-05,6.479642615886405e-05,5.5940858146641403e-05,2.691867621251731e-06,5.4160500440048054e-05,5.13475933985319e-05,8.02418144303374e-05,7.05739512341097e-05,0.0019178826159267272,4.242561800785754e-05,0.0022212491131116015,5.180317402415918e-05,0.0007276812102645636,0.0020127948373556137,0.0018958521541208029,0.002573396312072873,0.0023796935565769672,1.2455078831408173e-05,4.088375862920657e-05,3.805154483416118e-05,6.479642615886405e-05,5.5940858146641403e-05,0.0006985918153077364,0.0023664108011871576,0.0022659653332084417,0.0029791402630507946,0.00279613328166306,2.691867621251731e-06,5.4160500440048054e-05,5.13475933985319e-05,8.02418144303374e-05,7.05739512341097e-05
7,0.1938330403059307,0.010924246162176132,0.20982497930526733,0.21285441517829895,0.27084580063819885,0.26471492648124695,0.25517184026489653,0.0009565938,12240.700464963913,546.4676501750946,1529.3242452571678,4494.263479656996,0.011010910384356976,0.2804053723812103,0.2935446500778198,0.34577512741088867,0.34512150287628174,4.05490233659091e-05,5.1298958445537815e-05,1.235353647643933e-05,3.8756206777179614e-05,3.5917822970077395e-05,6.217119516804814e-05,5.354663517209701e-05,2.5148794975393685e-06,5.3729665523860604e-05,5.08591256220825e-05,7.978456415003166e-05,6.960653263377026e-05,0.0018428448434763898,4.05490233659091e-05,0.0021965281228690098,5.1298958445537815e-05,0.0006920617306604981,0.0019313684897497296,0.001815006253309548,0.002483680844306946,0.002292101504281163,1.235353647643933e-05,3.8756206777179614e-05,3.5917822970077395e-05,6.217119516804814e-05,5.354663517209701e-05,0.0006700365920551121,0.0023861650843173265,0.0022711942438036203,0.0029299564193934202,0.002725280588492751,2.5148794975393685e-06,5.3729665523860604e-05,5.08591256220825e-05,7.978456415003166e-05,6.960653263377026e-05
8,0.18708895661495625,0.010414544492959976,0.20223551988601685,0.20476338267326355,0.2620743215084076,0.2559549808502197,0.25676838789731266,0.00086093442,12602.057539463043,771.0782616138458,1485.4717129626465,4397.858371804394,0.01351890992373228,0.28401505947113037,0.30160588026046753,0.34214138984680176,0.3425613343715668,3.8902959001360516e-05,5.1258475913618894e-05,1.2238768249517307e-05,3.69403678632807e-05,3.411003126529977e-05,5.981460344628431e-05,5.141103974892758e-05,2.9282259674801026e-06,5.3634546929970384e-05,5.056232839706354e-05,7.95729793026112e-05,6.959441088838503e-05,0.0017772513362902423,3.8902959001360516e-05,0.0022394964539523545,5.1258475913618894e-05,0.0006594936712644994,0.001861446420662105,0.0017458951333537698,0.002403202699497342,0.0022162264212965965,1.2238768249517307e-05,3.69403678632807e-05,3.411003126529977e-05,5.981460344628431e-05,5.141103974892758e-05,0.000832162331789732,0.0024230547714978456,0.002337496494874358,0.0028994716703891754,0.0027053155936300755,2.9282259674801026e-06,5.3634546929970384e-05,5.056232839706354e-05,7.95729793026112e-05,6.959441088838503e-05
