Epoch,Training Loss,Validation Loss
1,0.454723287,0.365626799
2,0.335010578,0.336328955
3,0.30330103,0.307903817
4,0.286498038,0.302454103
5,0.269162571,0.282472855
6,0.256820764,0.273353485
7,22.93689667,0.999951579
8,0.999985248,0.99994607
