epoch,train_loss,val_loss
1,0.26507415052601413,0.20993003473526392
2,0.19568045283097488,0.1890081122777401
3,0.1813011181684641,0.17714701502751082
4,0.17423636793030634,0.17241178074861185
5,0.17019054584992238,0.1748212563013419
6,0.1665464464796914,0.16766644343046042
7,0.16334094957001188,0.16354763170083364
8,0.15989007591834434,0.16206849632507717
9,0.15590991237693363,0.15831078517131317
10,0.15208973731750097,0.15667896006046197
11,0.1480071704880804,0.1538562259398974
12,0.14382605481483998,0.15242369828468713
13,0.14025797543169086,0.15265420689949621
14,0.13638207845035782,0.1497996893876638
15,0.13248263712061775,0.14842153713642023
16,0.1286966825898896,0.14598297671477
17,0.12541813552990938,0.14462365958323845
18,0.12125087630718183,0.14359098044114235
19,0.11710486032932232,0.14255738496474732
20,0.11279935550078368,0.14285932973103646
21,0.10826352443786767,0.14363534388786708
22,0.10389059356563111,0.14195395961785928
23,0.1000212151125965,0.13903648997881474
24,0.09673813615038863,0.14169268176188834
25,0.09334692296951246,0.14480705990852455
26,0.09051689389353125,0.14227111176038398
27,0.08716140015726416,0.14169570823510488
28,0.08483584706059888,0.14580115468532612
29,0.08224288675102413,0.14554327808435147
30,0.08002409360836714,0.14720430225133896
31,0.07755983547165862,0.14744530763381566
32,0.07511083126526613,0.15042398440990692
33,0.07300060911575953,0.14873034668121582
34,0.0712586893072495,0.14995639828535226
35,0.06924678584051948,0.14925990318487853
36,0.06755463999051314,0.1532106541670286
37,0.06577499157343156,0.1549136658799954
38,0.06419625469741658,0.15223049431733596
39,0.06254009317816832,0.15714327596089778
40,0.061602778153337985,0.15194549342913505
41,0.05961224245169224,0.15631663573246735
42,0.05837670844691432,0.1598252805333871
43,0.056957116018910695,0.15866385803772853
44,0.05581044683069245,0.16522155318504725
45,0.054625039247060435,0.16682905760483863
46,0.053517939247942375,0.16319792683002277
47,0.05226919616435328,0.1613563315134782
48,0.051697697642369145,0.16861445719462176
49,0.05042512305401839,0.16753025770187377
50,0.04914199466715511,0.16986910666869237
51,0.04842626688449811,0.1729529863626529
52,0.047377061182820895,0.17387069912140185
53,0.04662924232854802,0.18147382329060482
54,0.0457954410256993,0.17729382959695963
55,0.04444095666164007,0.17696614524034354
56,0.044705569393920085,0.183090492780392
57,0.04348660092776657,0.18886438939510247
58,0.04194676433271832,0.18350030253789365
59,0.042005480302959426,0.18938107822491573
60,0.04130379713916371,0.1901777433982262
61,0.0410520346411273,0.19126771443623763
62,0.040341118892135784,0.19364634256179517
63,0.03965337072356134,0.1995493327776591
64,0.03858118192202006,0.19316191342549446
65,0.038314880496518225,0.20198049830779052
66,0.03783339074834799,0.19904443633556365
67,0.03748953286501078,0.1976792387870642
68,0.03741401303899594,0.19885983599760593
69,0.03634742661678893,0.20298969269104494
70,0.0364487334997226,0.20795644890039394
71,0.035828689312323546,0.2054306570413785
72,0.03512577667730486,0.19888030366408518
73,0.035124296171186314,0.2106507346354998
74,0.035568586905848264,0.20065596920710344
75,0.034505641912089456,0.2004000321534964
76,0.03331070282247841,0.2057710577371793
77,0.0335340575639254,0.20997125764687857
78,0.03431475315949856,0.21163543175122676
79,0.033657757288217544,0.21047176911892035
80,0.03285283575531764,0.20953146657576927
81,0.033616495619115665,0.2040505625529167
82,0.032934952477104644,0.21034461282155453
83,0.03231197194553848,0.211653272491235
84,0.03179014252908209,0.20620863542801293
85,0.03195764172507657,0.2010690305385834
86,0.032819931478887544,0.21191787766493284
87,0.032570762346392,0.21162170685865941
88,0.03135684043233975,0.2071749098881697
89,0.03030862255076058,0.20255447006531252
90,0.031308913644638836,0.2043827337209995
91,0.03127690043676103,0.20975165040982074
92,0.03219814038241012,0.2080922296505708
93,0.03183443993217925,0.2061048324566621
94,0.03011273964467721,0.207192135315675
95,0.029683653674726813,0.2037391432370895
96,0.03064271390708084,0.20658238936998904
97,0.03079737342769264,0.21110522451156224
98,0.02983107603913189,0.2101314417154361
99,0.02934355981543533,0.21161450446569002
100,0.029967842759892473,0.20560895783778949
