epoch,train_loss,train_loss_ch0,train_loss_ch1,train_loss_ch2,train_loss_ch3,train_loss_ch4,val_loss,lr,epoch_time_sec,data_time_sec,train_samples_per_sec,val_samples_per_sec,val_loss_ch0,val_loss_ch1,val_loss_ch2,val_loss_ch3,val_loss_ch4,train_compare_loss,val_compare_loss,train_compare_loss_ch0,train_compare_loss_ch1,train_compare_loss_ch2,train_compare_loss_ch3,train_compare_loss_ch4,val_compare_loss_ch0,val_compare_loss_ch1,val_compare_loss_ch2,val_compare_loss_ch3,val_compare_loss_ch4
13,8.65147974838894e-05,8.569333338862684e-06,9.37386669173874e-05,9.324122372698993e-05,0.00012307175867580454,0.00011395300506814642,0.00021019230820429631,0.001458,12167.214439153671,13.539087295532227,1538.5608672893686,4332.11203276162,5.2455257610381525e-05,0.00023516559124109334,0.0002348512226191815,0.00028266051572281868,0.00024582895674393513,8.65147974838894e-05,0.0077570384699992643,8.569333338862684e-06,9.37386669173874e-05,9.324122372698993e-05,0.00012307175867580454,0.00011395300506814642,0.002082752062457924,0.008957926687101523,0.0088589759159833185,0.0098456291482783859,0.0090399086042617753
14,7.403656661214579e-05,7.5459053953813455e-06,7.969019365726934e-05,7.78981368999262e-05,0.00010718532792290919,9.786326912419302e-05,0.00021092005193233489,0.0013122000000000001,12184.472367286682,30.00563621520996,1536.3816696946305,4329.7356040144705,4.6554178145606782e-05,0.00023950402269062277,0.00024169271115485267,0.00028119383969460611,0.00024565550862268233,7.403656661214579e-05,0.0077386356497789041,7.5459053953813455e-06,7.969019365726934e-05,7.78981368999262e-05,0.00010718532792290919,9.786326912419302e-05,0.0020951056788365047,0.0090025278266208861,0.0090659009100248419,0.0095429528438796592,0.0089866910601966079
15,6.629017351881178e-05,6.495604399660237e-06,7.081550624944713e-05,6.876550841469806e-05,9.712871226030176e-05,8.824553637522412e-05,0.00022105772795126988,0.00118098,12169.286952018738,13.559995412826538,1538.2988398424263,4332.020922298654,5.8934491288747872e-05,0.00024409989677369595,0.00024460979037491294,0.00029632794492063114,0.00026131651806063019,6.629017351881178e-05,0.0078463508981557999,6.495604399660237e-06,7.081550624944713e-05,6.876550841469806e-05,9.712871226030176e-05,8.824553637522412e-05,0.0020215762520597006,0.009043106511017928,0.0090302260310389099,0.0098232874000755456,0.0093135583357575047
16,6.18984856805077e-05,6.232825177142508e-06,6.569505046405134e-05,6.354092080679644e-05,9.135046388059386e-05,8.267316800346533e-05,0.00022251108000064508,0.001062882,12185.305282354355,21.924699544906616,1536.2766517724092,4313.249081951542,5.746873609593119e-05,0.00024890008976023335,0.00024784898329720213,0.00029949054226744923,0.00025884704911926143,6.18984856805077e-05,0.0078452089197452255,6.232825177142508e-06,6.569505046405134e-05,6.354092080679644e-05,9.135046388059386e-05,8.267316800346533e-05,0.0021520520449305573,0.0090841539144826434,0.0090118346173937124,0.0097983021463267511,0.0091797019015066334
17,5.8549826127697695e-05,6.068890346560194e-06,6.178025618353583e-05,5.955250318518463e-05,8.691833640518275e-05,7.842914475208494e-05,0.00022593060770860086,0.0009565938,12338.650443792343,65.68914747238159,1517.1837540318809,4245.299418329001,6.2330890227440248e-05,0.00025252892436110417,0.0002516609821449189,0.00029991776231909172,0.00026321448083229673,5.8549826127697695e-05,0.0078923061951368285,6.068890346560194e-06,6.178025618353583e-05,5.955250318518463e-05,8.691833640518275e-05,7.842914475208494e-05,0.002009566807987479,0.009251190485898406,0.0090953292830536769,0.0098268338962458068,0.0092786105472284063
18,5.618962559866405e-05,5.783556495941866e-06,5.91007608795735e-05,5.6798987308411595e-05,8.381752770189148e-05,7.544729564698274e-05,0.00021949455906336123,0.00086093442,14288.461613178253,1771.3854219913483,1310.1480416012412,4031.8579367401503,5.8417066198474762e-05,0.0002491387850488536,0.00024428383898727286,0.0002940095802458624,0.00025162352750582312,5.618962559866405e-05,0.0077542912317667256,5.783556495941866e-06,5.91007608795735e-05,5.6798987308411595e-05,8.381752770189148e-05,7.544729564698274e-05,0.002119245001805636,0.0090333437108434736,0.008908062635331105,0.0096854687493294483,0.0090253360942626985
19,5.4195317984774896e-05,5.647220785344113e-06,5.681813103001332e-05,5.446255649404621e-05,8.113784767879729e-05,7.291083409947734e-05,0.00021944532989232968,0.000774840978,15887.60420513153,3539.5828998088837,1178.2770868595553,4236.243335839689,5.361975606138003e-05,0.00024538261128279071,0.00024830073504708707,0.0002957284292167363,0.00025419511984994944,5.4195317984774896e-05,0.0077913774721194533,5.647220785344113e-06,5.681813103001332e-05,5.446255649404621e-05,8.113784767879729e-05,7.291083409947734e-05,0.0019927701412234457,0.0090760302066802984,0.0090131597637509303,0.0098055393004169069,0.0090693880078072352
20,5.2473771788552566e-05,5.598228025444345e-06,5.482737055849106e-05,5.244303453042044e-05,7.87980549731502e-05,7.070217108220175e-05,0.00022555946241433804,0.0006973568802,15858.702230215073,3583.502474784851,1180.4244589657146,4240.17996391191,5.7502112481332306e-05,0.00025148841794580222,0.00024949095793999729,0.00030480918047833254,0.00026450664489336003,5.2473771788552566e-05,0.0079288592249063348,5.598228025444345e-06,5.482737055849106e-05,5.244303453042044e-05,7.87980549731502e-05,7.070217108220175e-05,0.0022449327167201167,0.0091387529691681259,0.0090261641471646725,0.0099252057776786379,0.009309240582585334
21,5.100587169428966e-05,5.3872020044423154e-06,5.319606696755525e-05,5.077307425199251e-05,7.681632249204996e-05,6.885669269579213e-05,0.00022372941455168601,0.0006276211921800001,12314.990044116974,19.62971806526184,1520.098671045437,4255.454283379709,5.2445217328643895e-05,0.00025156497804176375,0.00024919521023790972,0.00030380977928871287,0.00026163189078991613,5.100587169428966e-05,0.0077636700423558552,5.3872020044423154e-06,5.319606696755525e-05,5.077307425199251e-05,7.681632249204996e-05,6.885669269579213e-05,0.0019069558444820966,0.0090527952583817142,0.0089225703379760182,0.009783543750736862,0.0091524850940021378
22,4.9751842922634956e-05,5.3364556377546695e-06,5.1774908619689894e-05,4.93206881886484e-05,7.508698340178753e-05,6.724017899947891e-05,0.00022634425546419926,0.0005648590729620001,12244.928224563599,14.065293550491333,1528.7962213161252,4300.4073608875005,5.1801412614986477e-05,0.00025340405997703781,0.00025109154106661057,0.00030967281754516686,0.00026575144769546268,4.9751842922634956e-05,0.0079218834606561914,5.3364556377546695e-06,5.1774908619689894e-05,4.93206881886484e-05,7.508698340178753e-05,6.724017899947891e-05,0.0019740405963035302,0.0091597063444865245,0.0090753872533949707,0.010087955032195896,0.0093123281509615487
23,4.8630068572593804e-05,5.3512317170824666e-06,5.0489120786450155e-05,4.800834773509956e-05,7.352684704407389e-05,6.577479567482038e-05,0.00022614921710124384,0.0005083731656658001,12243.71920967102,13.896641969680786,1528.9471834026967,4639.475411683998,5.261941624729237e-05,0.00025599232395761645,0.00025254191208126333,0.00030680661753285674,0.00026278581742274887,4.8630068572593804e-05,0.0078695066092809036,5.3512317170824666e-06,5.0489120786450155e-05,4.800834773509956e-05,7.352684704407389e-05,6.577479567482038e-05,0.0018925370697708179,0.0091979349261770652,0.0090900280280659593,0.0099133526291077332,0.0092536804590995121
24,4.764857164996607e-05,5.189068112430719e-06,4.9415303527338335e-05,4.689899127955262e-05,7.221296653400107e-05,6.452652902357335e-05,0.00022262806081924683,0.0004575358490992201,12241.73737335205,25.093116283416748,1529.1947073419417,4276.178498531182,5.1893218054874524e-05,0.00025319850327796303,0.00025067429699896215,0.00029858179656051408,0.00025879249092346679,4.764857164996607e-05,0.0077765165897760637,5.189068112430719e-06,4.9415303527338335e-05,4.689899127955262e-05,7.221296653400107e-05,6.452652902357335e-05,0.0018970261165406554,0.0091205557648713388,0.0089857137119087084,0.0097521345196291808,0.0091271528692916035
25,4.6885847670991e-05,5.151153391780541e-06,4.85737217162144e-05,4.601864764557225e-05,7.115052310301608e-05,6.353519264959889e-05,0.00022793928644748834,0.0004117822641892981,12318.567256212234,90.46037650108337,1519.6572467110193,4176.638607149826,5.0422553694306773e-05,0.00025767759825685063,0.00025473174890115237,0.00030972089416269835,0.00026714363885306134,4.6885847670991e-05,0.007897000613114772,5.151153391780541e-06,4.85737217162144e-05,4.601864764557225e-05,7.115052310301608e-05,6.353519264959889e-05,0.0019124802038306371,0.0092058253105419385,0.009103284033977737,0.0099409024887097373,0.0093225110829186931
26,4.5924508711121035e-05,5.067762755982604e-06,4.7513093237638615e-05,4.492233821641397e-05,6.982983657124148e-05,6.228951284770624e-05,0.00022912941336173276,0.00037060403777036834,12296.391647100449,70.624196767807,1522.397833222421,4311.71734232123,5.3880606529060062e-05,0.00025521076738562745,0.00025389727890336264,0.00031354312281473538,0.00026911529229837469,4.5924508711121035e-05,0.0078768657887776684,5.067762755982604e-06,4.7513093237638615e-05,4.492233821641397e-05,6.982983657124148e-05,6.228951284770624e-05,0.0018970989729898671,0.0091356469771203888,0.0090687974799734845,0.0099758497014641768,0.0093069358687537414
27,5.461995520408891e-05,5.328413676657817e-06,4.9269896049989055e-05,5.014707778764205e-05,0.00010088024234351502,6.747413973400601e-05,0.00022675656429468056,0.0003335436339933315,12280.320274114609,53.769161224365234,1524.3902098758317,4313.03533232094,5.2116918714788578e-05,0.0002576037646387704,0.00025382834455231203,0.00030606184872837425,0.00026417194651245761,5.461995520408891e-05,0.0078760595281552048,5.328413676657817e-06,4.9269896049989055e-05,5.014707778764205e-05,0.00010088024234351502,6.747413973400601e-05,0.0019476677460052694,0.009199135524500161,0.0090847562864733236,0.0098998033307803168,0.0092489347837244468
28,4.49966968217268e-05,4.9945892077458455e-06,4.649896486919008e-05,4.3882723501155854e-05,6.854596837001737e-05,6.106123822352553e-05,0.00022820360546234328,0.0003001892705939984,12243.616853237152,13.604089736938477,1528.9599653757969,4310.111814126402,5.5299444867462929e-05,0.00025692719979560937,0.00025295086468298298,0.00031022629693422155,0.00026561422265367583,4.49966968217268e-05,0.007862194443776057,4.9945892077458455e-06,4.649896486919008e-05,4.3882723501155854e-05,6.854596837001737e-05,6.106123822352553e-05,0.0018884466931844751,0.0091480074782545363,0.0090443149870261547,0.009955124267687401,0.0092750788107203944
29,4.414238827570848e-05,4.95325526007109e-06,4.554045972776698e-05,4.2886478604183746e-05,6.736813085252732e-05,5.9963616979934565e-05,0.00022735073701846294,0.0002701703435345986,12690.441808462143,13.605375289916992,1475.1259477441733,3937.8893402746553,5.1713554292473416e-05,0.00025783289508544841,0.00025349776682560333,0.00030929320002323949,0.00026441626990951288,4.414238827570848e-05,0.0078685801342450647,4.95325526007109e-06,4.554045972776698e-05,4.2886478604183746e-05,6.736813085252732e-05,5.9963616979934565e-05,0.0018678055995920051,0.0092434711490136882,0.0090343451870605346,0.0099647476296561462,0.0092325311781838535
30,4.350760422580101e-05,4.885998010964146e-06,4.4855338571374485e-05,4.217130562458098e-05,6.648267347544687e-05,5.91427056074786e-05,0.0002314098945901944,0.00024315330918113872,13304.920190095901,14.173840045928955,1406.9982933031833,4312.900792939366,5.2676596447675668e-05,0.00026141072847143124,0.00025808781455658998,0.0003145296619894604,0.00027034467297295731,4.350760422580101e-05,0.0079256771733455175,4.885998010964146e-06,4.4855338571374485e-05,4.217130562458098e-05,6.648267347544687e-05,5.91427056074786e-05,0.0018633523039131737,0.0092374955138812467,0.0091284535791414483,0.01000604561449339,0.0093930389133902881
31,0.0025194334452713118,0.0006093365521632626,0.002788377303465192,0.002679935584443026,0.003355303210471498,0.0031642145792009414,0.00023153250769621287,0.00021883797826302486,12444.2616584301,17.756995916366577,1504.3078098023225,4272.4549182613855,6.6971507909587062e-05,0.00025892367718042804,0.00025642741066015637,0.00030895324157124076,0.00026638670222212872,0.0025194334452713118,0.0078166781587111645,0.0006093365521632626,0.002788377303465192,0.002679935584443026,0.003355303210471498,0.0031642145792009414,0.0017983827437196547,0.0091453043649283548,0.0090340187216177582,0.0098807358799191808,0.0092249491587591669
32,0.002376320576667139,0.0005233064962032787,0.0026299230481607893,0.0025233167348649456,0.003197548110937027,0.0030075084989301913,0.00023383009081467604,0.00019695418043672237,12255.78766131401,13.73775053024292,1527.441606963426,4318.243028071528,6.5615827921703838e-05,0.00026104172943742013,0.00025930086101676956,0.00031335324494478602,0.00026983879290443536,0.002376320576667139,0.0078675707073211677,0.0005233064962032787,0.0026299230481607893,0.0025233167348649456,0.003197548110937027,0.0030075084989301913,0.0017942751041341884,0.0091973450272964941,0.0091036672157545889,0.0099524795130516101,0.0092900867126261191
