epoch,train_loss,val_loss
1,0.23788404889575437,0.19104684108037215
2,0.17780847158105964,0.1717473275630902
3,0.16813856497136956,0.16589978821155352
4,0.163293308030642,0.16341590902132866
5,0.15910230601526734,0.15874674853606102
6,0.1537485637169618,0.15561382813025743
7,0.1479934577538417,0.1536881336829601
8,0.14167583882268678,0.15092917774579465
9,0.13571273675932843,0.14799953965651683
10,0.13025647496290696,0.1473139383150981
11,0.12448478967002315,0.14653768989061697
12,0.11874746277627782,0.14531578416090746
13,0.11219661479892894,0.14096850294638902
14,0.10628989412774388,0.13798305597060767
15,0.10024939204627632,0.13894567548923004
16,0.09516681540817278,0.13876279652730011
17,0.09065598392639404,0.136701420993377
18,0.08673734748434817,0.13705878221071682
19,0.08301027587112199,0.14074882019177462
20,0.0796395533106266,0.14138194102201707
21,0.07597099509534673,0.13943056689623073
22,0.0727266675459014,0.1449074511008385
23,0.0701010302336807,0.14413399877303687
24,0.0671155206583504,0.14816613137722015
25,0.06434457012557576,0.1495594990467414
26,0.06149212061054686,0.15138678791889779
27,0.05947479298298176,0.15008910298958802
28,0.05728983952357219,0.1518281494348477
29,0.054779669574794604,0.1554408530119138
30,0.05292762827562471,0.1544923955599467
31,0.05107959297263724,0.15691404533844727
32,0.049383854990739086,0.15444991401372812
33,0.04752476169156213,0.15933075763629034
34,0.04614779164903184,0.16576736676081633
35,0.04451631146328062,0.16339621632221418
36,0.04329375205824518,0.17015883094836504
37,0.04200978324454055,0.16630660647612353
38,0.040778602980854166,0.17305532750105246
39,0.03979363148176772,0.17787768735335424
40,0.03868836112417217,0.1795832405273731
41,0.037201656033697295,0.18166411615335024
42,0.03647483348754736,0.18299426735670138
43,0.035895909745672826,0.18722423191865284
44,0.03478578624294864,0.1867858463709171
45,0.03394862689780883,0.1893160323729882
46,0.03358586834765907,0.19579093554081062
47,0.03314906869357468,0.19809267568588257
48,0.032319357838284254,0.19783299388335301
49,0.03163460614003687,0.20218762222008826
50,0.03159242329273978,0.19763091758581308
51,0.031279743622536334,0.19980555578684195
52,0.030421700008302674,0.19337333324933664
53,0.029989784260769176,0.19521033516908304
54,0.029640883414460042,0.19519297100947453
55,0.02964542501283507,0.20205817569830478
56,0.029257312959840156,0.20149799161996598
57,0.028863776241714118,0.20055062466706985
58,0.028562678146133055,0.20141682610144981
59,0.028861196158940977,0.20397356715874795
60,0.02841138768407524,0.20227509633088722
61,0.027737823102565912,0.20108194559048384
62,0.0276129237999264,0.1987005528364426
63,0.02846650478554587,0.20189598065156203
64,0.027725251842054547,0.20815522742882753
65,0.026949719877604746,0.20568757058718265
66,0.026884128331526733,0.20112528881048544
67,0.027804320770807755,0.20149475528338018
68,0.027597550308882682,0.19997850732008615
69,0.02655286889262179,0.19367256188698304
70,0.025613542296132472,0.20317492756782435
71,0.02644581334596006,0.19973975353363232
72,0.027115724758969412,0.2010074114768933
73,0.02647402622088408,0.20054144454919376
74,0.026502578064493645,0.19461869491369296
75,0.026375914477588785,0.19840053608172978
76,0.026113949114071507,0.19967907549173405
77,0.025668500439975508,0.2001630346347124
78,0.025416083227976775,0.1981144831975301
79,0.02560235745685223,0.198479643033101
80,0.025838070901871745,0.20090570623141069
81,0.025929644516568918,0.19880364004159584
82,0.025767519331335004,0.19407029936863826
83,0.02541750553082197,0.19770698359073738
84,0.02530927056130181,0.19875597916505275
85,0.025308290527952023,0.1972140775949527
86,0.025284927118716077,0.20320611418210544
87,0.02529102223841553,0.19936857724495424
88,0.02489467515960081,0.1983465586961844
89,0.024806327320775416,0.19834962412332877
90,0.024905205239037165,0.19971550834790255
91,0.0249104111051967,0.2018959381213555
92,0.024752040160619295,0.19549480972534572
93,0.024673078859183524,0.20036130502285102
94,0.024844631973061807,0.19703984267589372
95,0.024794991486551416,0.19808508986998827
96,0.024727579255440297,0.20194340598277558
97,0.024649790806533435,0.1990660182971221
98,0.024305017742234418,0.19408317961753943
99,0.02433882633187832,0.1972656031143971
100,0.02453024863687336,0.20008010649069763
