epoch,train_loss,train_loss_ch0,train_loss_ch1,train_loss_ch2,train_loss_ch3,train_loss_ch4,val_loss,lr,epoch_time_sec,data_time_sec,train_samples_per_sec,val_samples_per_sec,val_loss_ch0,val_loss_ch1,val_loss_ch2,val_loss_ch3,val_loss_ch4,train_compare_loss,val_compare_loss,train_compare_loss_ch0,train_compare_loss_ch1,train_compare_loss_ch2,train_compare_loss_ch3,train_compare_loss_ch4,val_compare_loss_ch0,val_compare_loss_ch1,val_compare_loss_ch2,val_compare_loss_ch3,val_compare_loss_ch4,train_l1_loss,train_mse_loss,val_l1_loss,val_mse_loss,train_l1_loss_ch0,train_l1_loss_ch1,train_l1_loss_ch2,train_l1_loss_ch3,train_l1_loss_ch4,val_l1_loss_ch0,val_l1_loss_ch1,val_l1_loss_ch2,val_l1_loss_ch3,val_l1_loss_ch4,train_mse_loss_ch0,train_mse_loss_ch1,train_mse_loss_ch2,train_mse_loss_ch3,train_mse_loss_ch4,val_mse_loss_ch0,val_mse_loss_ch1,val_mse_loss_ch2,val_mse_loss_ch3,val_mse_loss_ch4
1,0.0040143892601287616,0.001092261694874853,0.004548445382679347,0.004396180252201803,0.005152422176990917,0.004882636799367093,0.0034635063263898096,0.0018000000000000002,12805.825282096863,435.6280462741852,1461.8347187800093,4311.210593586271,0.0007459042166592553,0.003973375326006984,0.003858550223087271,0.004478325191900755,0.004261376675078646,0.0040143892601287616,0.0038784051179396799,0.001092261694874853,0.004548445382679347,0.004396180252201803,0.005152422176990917,0.004882636799367093,0.0011476590973441489,0.0043836365835120284,0.0042724295814521611,0.0049102291943815849,0.0046780711513012647,,,0.0038784051179396799,8.9921917210595732e-05,,,,,,0.0011476590973441489,0.0043836365835120284,0.0042724295814521611,0.0049102291943815849,0.0046780711513012647,,,,,,3.8769026615871856e-06,0.00010347937502677572,9.802731169475009e-05,0.00012829945298969202,0.00011592654471860443
2,0.0026813959278483204,0.0004905149266895832,0.0030068718209384114,0.0029021385049984223,0.0036066030326829704,0.003400851362559479,0.00238520875722946,0.0016200000000000001,12647.081768512726,30.766806602478027,1480.1833610823123,4313.246074866479,0.0002956735560384307,0.002686872423742898,0.0025668100219840805,0.003283833608403802,0.0030928541861396904,0.0026813959278483204,0.0027499957379928,0.0004905149266895832,0.0030068718209384114,0.0029021385049984223,0.0036066030326829704,0.003400851362559479,0.00059666418674363131,0.0030664660879410805,0.0029444431689179813,0.003666591106913984,0.0034758141352018964,,,0.0027499957379928,6.2635682066377159e-05,,,,,,0.00059666418674363131,0.0030664660879410805,0.0029444431689179813,0.003666591106913984,0.0034758141352018964,,,,,,2.3068933539661883e-06,6.7228928265346141e-05,6.4435154106892397e-05,9.4691346657054968e-05,8.4516088085971814e-05
3,0.002187985375630281,0.0003762241188189566,0.0024171750856945033,0.0023186232293115204,0.003010834578091615,0.0028170698738378833,0.0021476989560644142,0.001458,13419.562928915024,38.043598651885986,1394.9783684581982,3957.5380830252634,0.00023498314393194354,0.002396373939382223,0.0023029974416363982,0.0029972847361583264,0.0028068555272378337,0.002187985375630281,0.002495263925362856,0.0003762241188189566,0.0024171750856945033,0.0023186232293115204,0.003010834578091615,0.0028170698738378833,0.00049052500344308404,0.0027655595569172874,0.0026655425815066943,0.0033737326556583865,0.0031809598421134676,,,0.002495263925362856,5.6854818512900519e-05,,,,,,0.00049052500344308404,0.0027655595569172874,0.0026655425815066943,0.0033737326556583865,0.0031809598421134676,,,,,,2.1706152617719945e-06,6.0278500098229417e-05,5.8136577732921067e-05,8.6746465795780147e-05,7.6941934111406831e-05
4,0.00197527672841938,0.00031881546165964716,0.002166098377592991,0.002071874921497915,0.002753911997699308,0.002565682882740576,0.0021169871937173107,0.0013122000000000001,12434.02837562561,13.828592300415039,1505.5458645000972,4314.467669474508,0.00028360715982853437,0.0023705800328520125,0.0022216196423357664,0.0029425618868243572,0.002766567253127384,0.00197527672841938,0.0024764013720231176,0.00031881546165964716,0.002166098377592991,0.002071874921497915,0.002753911997699308,0.002565682882740576,0.00058190566083649172,0.0027412816336766506,0.0025809447568142787,0.0033186657798010854,0.0031592090468310439,,,0.0024764013720231176,5.4836726647109178e-05,,,,,,0.00058190566083649172,0.0027412816336766506,0.0025809447568142787,0.0033186657798010854,0.0031592090468310439,,,,,,2.2826654432530328e-06,5.8191227808841478e-05,5.5561776494005242e-05,8.3731044484496424e-05,7.4416919536148871e-05
5,0.0018365081065098315,0.0002815859674884551,0.0020032804321639965,0.001912437195807191,0.0025857206874449427,0.0023995162517110456,0.0020018553852763337,0.00118098,12255.42898273468,13.597148656845093,1527.4863104647368,4311.676450816331,0.00022348421075682077,0.002226823667114756,0.002127217176676883,0.002810729851030434,0.0026210220172031163,0.0018365081065098315,0.0023351733255875416,0.0002815859674884551,0.0020032804321639965,0.001912437195807191,0.0025857206874449427,0.0023995162517110456,0.00046068292414323271,0.0025828930663876234,0.0024785322395619006,0.0031766172575376306,0.0029771411529509349,,,0.0023351733255875416,5.37210169637528e-05,,,,,,0.00046068292414323271,0.0025828930663876234,0.0024785322395619006,0.0031766172575376306,0.0029771411529509349,,,,,,2.2034228585866343e-06,5.6506261233168212e-05,5.4310687306284911e-05,8.2347113466009134e-05,7.3237600373431637e-05
6,0.001730700994083438,0.00024841050875208263,0.0018804071173847963,0.001791986482646381,0.002458680422711445,0.00227402044087325,0.0019548650367263083,0.001062882,12496.051508426666,13.85094141960144,1498.0732103557862,3960.394958016348,0.00022541964725241996,0.002155324934993405,0.002093568289873656,0.002736566584665949,0.00256344572302963,0.001730700994083438,0.0022884908486207325,0.00024841050875208263,0.0018804071173847963,0.001791986482646381,0.002458680422711445,0.00227402044087325,0.00045878487457230222,0.0025142433879664166,0.0024544842382737747,0.0030919727803363152,0.002922968969020682,,,0.0022884908486207325,5.2910606607126123e-05,,,,,,0.00045878487457230222,0.0025142433879664166,0.0024544842382737747,0.0030919727803363152,0.002922968969020682,,,,,,2.1728997750166456e-06,5.527603318197786e-05,5.3631113852740477e-05,8.1396648275980021e-05,7.2076338224057206e-05
7,0.001650082204505452,0.00023006357971123886,0.0017859969169625805,0.0016984332084151296,0.0023592188259321523,0.002176698496565223,0.0019698835365629446,0.0009565938,13436.265401124954,14.398866415023804,1393.2442863500348,3958.090609514727,0.0002478753915818136,0.002162082049541641,0.0021097063847157795,0.0027792917214217597,0.0025504621374420823,0.001650082204505452,0.00232318595966926,0.00023006357971123886,0.0017859969169625805,0.0016984332084151296,0.0023592188259321523,0.002176698496565223,0.00051230590140330606,0.0025207368369330654,0.0024936380753371244,0.0031709582366825392,0.0029182907704729585,,,0.00232318595966926,5.2422787179143572e-05,,,,,,0.00051230590140330606,0.0025207368369330654,0.0024936380753371244,0.0031709582366825392,0.0029182907704729585,,,,,,2.2586324414409849e-06,5.4909695049491349e-05,5.2865157048957677e-05,8.0791714723818587e-05,7.1288736897319422e-05
8,0.0015829064221211915,0.00021382196384441463,0.0017079503756863737,0.0016210120081070474,0.0022759798031539605,0.002095767963124672,0.0019426276772399433,0.00086093442,30195.489854335785,17.084075212478638,619.9601361099292,3879.0765365581274,0.00036416037619831814,0.002106091019134813,0.0020528691448969765,0.002690522622266629,0.0024994952253376444,0.0015829064221211915,0.00229356713782824,0.00021382196384441463,0.0017079503756863737,0.0016210120081070474,0.0022759798031539605,0.002095767963124672,0.00069420874725522783,0.0024591801589510095,0.0024228058138163759,0.0030446043374715375,0.0028470366438074659,,,0.00229356713782824,5.210026438142627e-05,,,,,,0.00069420874725522783,0.0024591801589510095,0.0024228058138163759,0.0030446043374715375,0.0028470366438074659,,,,,,2.5318036153976207e-06,5.4246976952352575e-05,5.2474900576559472e-05,8.0311090304803658e-05,7.0936550713577158e-05
9,0.001525555295924682,0.0001980767446576566,0.001641738886686249,0.0015561284575055145,0.002205114770939367,0.0020267176234305627,0.0018865042714945352,0.000774840978,12218.685428857803,16.075960397720337,1532.0797076735887,4302.921614298612,0.00023308308553459937,0.002083278559326815,0.0019957142920349726,0.002647122046277703,0.002473323387672038,4.067633665029765e-05,5.191233613594098e-05,1.0658122677497476e-05,3.88780575265173e-05,3.660267288549019e-05,6.286454914334172e-05,5.437828110578064e-05,2.904848409693746e-06,5.398858079342972e-05,5.2209612266407625e-05,7.977091840730282e-05,7.06877213111511e-05,0.0018480343972300437,4.067633665029765e-05,0.0022146109743742272,5.191233613594098e-05,0.00043456094359054176,0.0019843748380048458,0.0018961932930623233,0.0025536065587786856,0.002371436356919326,1.0658122677497476e-05,3.88780575265173e-05,3.660267288549019e-05,6.286454914334172e-05,5.437828110578064e-05,0.00046586354727429956,0.002443917038035579,0.0023485810963902623,0.002992980733773826,0.0028217124684054096,2.904848409693746e-06,5.398858079342972e-05,5.2209612266407625e-05,7.977091840730282e-05,7.06877213111511e-05
10,0.001476495688032527,0.000185067026203645,0.001585534254032407,0.0015012908732977748,0.0021424992897987574,0.001968087000762656,0.0018865882575356712,0.0006973568802,12297.363817453384,12.91745924949646,1522.277479782383,4297.781626509739,0.00029695783966199085,0.002061933527671499,0.001980741156707518,0.0026352793121671614,0.0024580294625794826,3.9098700248612456e-05,5.3441629864452504e-05,9.16464130836313e-06,3.739600087851613e-05,3.513009316462659e-05,6.10648669759131e-05,5.273789897293884e-05,1.3456511628116393e-05,5.348326452650933e-05,5.157158988622541e-05,7.887565008368256e-05,6.982113347027431e-05,0.0017949784196389373,3.9098700248612456e-05,0.002214441770548001,5.3441629864452504e-05,0.0004152687073094259,0.0019246823827173405,0.0018379627281974536,0.0024874600948403694,0.002309518191737071,9.16464130836313e-06,3.739600087851613e-05,3.513009316462659e-05,6.10648669759131e-05,5.273789897293884e-05,0.0005182159936996565,0.0024176214590823897,0.002333914759211863,0.0029907084697003788,0.0028117481690909094,1.3456511628116393e-05,5.348326452650933e-05,5.157158988622541e-05,7.887565008368256e-05,6.982113347027431e-05
