epoch,train_loss,val_loss
1,129247429.91178453,1410.0595655048444
2,1185.401803868116,1410.0595655048444
3,1185.401784246826,1410.0595655048444
4,1185.4017845507565,1410.0595655048444
5,1185.401801458062,1410.0595655048444
6,1185.4018061307027,1410.0595655048444
7,1185.4017843006786,1410.0595655048444
8,1185.4017801774546,1410.0595655048444
9,1185.401778021449,1410.0595655048444
10,1185.4017974990713,1410.0595655048444
11,1185.4018001728807,1410.0595655048444
12,1185.4017819177873,1410.0595655048444
13,1185.401794361924,1410.0595655048444
14,1185.4018101585452,1410.0595655048444
15,1185.4017832607692,1410.0595655048444
16,1185.4017713046824,1410.0595655048444
17,1185.4017932969314,1410.0595655048444
18,1185.401803093387,1410.0595655048444
19,1185.4018096700163,1410.0595655048444
20,1185.4018154213409,1410.0595655048444
21,1185.4017798340774,1410.0595655048444
22,1185.4017813745897,1410.0595655048444
23,1185.4017746623097,1410.0595655048444
24,1185.4018009011718,1410.0595655048444
25,1185.401797944576,1410.0595655048444
26,1185.4017669846494,1410.0595655048444
27,1185.401786963986,1410.0595655048444
28,1185.4018120498006,1410.0595655048444
29,1185.4017960798215,1410.0595655048444
30,1185.4017959578555,1410.0595655048444
31,1185.4017936498396,1410.0595655048444
32,1185.4018065836588,1410.0595655048444
33,1185.4017796629034,1410.0595655048444
34,1185.4017935691377,1410.0595655048444
35,1185.4018034966853,1410.0595655048444
36,1185.4017927225552,1410.0595655048444
37,1185.4017736363078,1410.0595655048444
38,1185.4017822713215,1410.0595655048444
39,1185.4017963377341,1410.0595655048444
40,1185.401767395124,1410.0595655048444
41,1185.4017834841475,1410.0595655048444
42,1185.401786052311,1410.0595655048444
43,1185.4017945945284,1410.0595655048444
44,1185.4017789952497,1410.0595655048444
45,1185.4017852570362,1410.0595655048444
46,1185.4017900807373,1410.0595655048444
47,1185.401795972097,1410.0595655048444
48,1185.4017945559249,1410.0595655048444
49,1185.4017742683607,1410.0595655048444
50,1185.4018173344539,1410.0595655048444
51,1185.4017834254207,1410.0595655048444
52,1185.4017855654986,1410.0595655048444
53,1185.4017869033357,1410.0595655048444
54,1185.4018037508451,1410.0595655048444
55,1185.4017811809051,1410.0595655048444
56,1185.401780878103,1410.0595655048444
57,1185.4017850674018,1410.0595655048444
58,1185.4018137554983,1410.0595655048444
59,1185.401787586936,1410.0595655048444
60,1185.4018162186908,1410.0595655048444
61,1185.4017875086597,1410.0595655048444
62,1185.4017852273248,1410.0595655048444
63,1185.4017954462556,1410.0595655048444
64,1185.4017947790423,1410.0595655048444
65,1185.4017848132532,1410.0595655048444
66,1185.4018085370153,1410.0595655048444
67,1185.4017943385247,1410.0595655048444
68,1185.4018089081267,1410.0595655048444
69,1185.4017989955805,1410.0595655048444
70,1185.4017885063497,1410.0595655048444
71,1185.401781335586,1410.0595655048444
72,1185.4017916558935,1410.0595655048444
73,1185.401801498987,1410.0595655048444
74,1185.4017943387546,1410.0595655048444
75,1185.4018061972072,1410.0595655048444
76,1185.401786009386,1410.0595655048444
77,1185.4017793841501,1410.0595655048444
78,1185.401772754273,1410.0595655048444
79,1185.4017840037297,1410.0595655048444
80,1185.401800662414,1410.0595655048444
81,1185.4018147737665,1410.0595655048444
82,1185.4018009731717,1410.0595655048444
83,1185.4017887680966,1410.0595655048444
84,1185.4017970143898,1410.0595655048444
85,1185.4017857675406,1410.0595655048444
86,1185.4017925939706,1410.0595655048444
87,1185.4017855500736,1410.0595655048444
88,1185.401801679925,1410.0595655048444
89,1185.4018013875848,1410.0595655048444
90,1185.401806888626,1410.0595655048444
91,1185.4017730548044,1410.0595655048444
92,1185.4018085951584,1410.0595655048444
93,1185.401776586006,1410.0595655048444
94,1185.4018063117271,1410.0595655048444
95,1185.4017846713596,1410.0595655048444
96,1185.4018006006086,1410.0595655048444
97,1185.4017770645532,1410.0595655048444
98,1185.4017969305055,1410.0595655048444
99,1185.4017856180826,1410.0595655048444
100,1185.4018045154016,1410.0595655048444
